token,frequency,capitalized_count,lowercase_count,sample_contexts
mapaniniwalaang,1,0,1,"[""4121: Itong di mandin mapaniniwalaang cahidwaan ng isip, kahi't acalain ninyong hindi sukat mangyari, inyong kilalaning gayon nga kung didilidilihin ang kalagayan ng mga kinapal na iyong bahagya na lamang nangangahas akong tawaguing tao!""]"
cahidwaan,1,0,1,"[""4121: Itong di mandin mapaniniwalaang cahidwaan ng isip, kahi't acalain ninyong hindi sukat mangyari, inyong kilalaning gayon nga kung didilidilihin ang kalagayan ng mga kinapal na iyong bahagya na lamang nangangahas akong tawaguing tao!""]"
kilalaning,2,0,2,"[""4121: Itong di mandin mapaniniwalaang cahidwaan ng isip, kahi't acalain ninyong hindi sukat mangyari, inyong kilalaning gayon nga kung didilidilihin ang kalagayan ng mga kinapal na iyong bahagya na lamang nangangahas akong tawaguing tao!"", ""4281: —Iniligtas ninyo ang aking buhay—ang sinabi nito sa wikang tagalog, dahil sa pagkamasid niya sa kilos ni Ibarra;—binayaran ko ng caunti ang aking utang at wala nga kayong sukat kilalaning utang na loob sa akin, tumbalic, ako ang ma'y kinikilalang utang na loob.""]"
didilidilihin,1,0,1,"[""4121: Itong di mandin mapaniniwalaang cahidwaan ng isip, kahi't acalain ninyong hindi sukat mangyari, inyong kilalaning gayon nga kung didilidilihin ang kalagayan ng mga kinapal na iyong bahagya na lamang nangangahas akong tawaguing tao!""]"
nakipag-uusap,1,0,1,"[""4122: Ng mga caunaunahang panahong iyon, ang mga kinapal na ito'y nakipag-uusap pa (ganito marahil ang kanilang buong acala) sa Lumikha sa kanila, sa pagka't sila'y may mga kinikilalang mga Ministro (kinacatawan) ng Lumikha iyan, mga kinapal na iba kay sa mga iba na kanilang sa tuwi na'y pinangangalanan ng mga talinghagang letrang M. R. P. Fr., na sa pagbibigay cahulugan sa mga letrang ito'y hindi nangagcacaisa ang ating mga marurunong.""]"
Ministro,2,2,0,"[""4122: Ng mga caunaunahang panahong iyon, ang mga kinapal na ito'y nakipag-uusap pa (ganito marahil ang kanilang buong acala) sa Lumikha sa kanila, sa pagka't sila'y may mga kinikilalang mga Ministro (kinacatawan) ng Lumikha iyan, mga kinapal na iba kay sa mga iba na kanilang sa tuwi na'y pinangangalanan ng mga talinghagang letrang M. R. P. Fr., na sa pagbibigay cahulugan sa mga letrang ito'y hindi nangagcacaisa ang ating mga marurunong."", ""4957: Gayon man, binata, dapat po ninyong maalaman kung ano ang mga mabibigat na bagay na pinapas-an namin sa Fiilpinas, Dito'y caming mga matatandang mga militar, kinacaliangang gawin namin at lumagay kami sa lahat; Hari, Ministro ng Estado, ng Guerra, ng Gobernacion, ng Fomento, ng Gracia at Justicia at iba pa, at ang lalo pang masama'y kinacailangan naming ipagtanong ang bawa't bagay sa malayong Inang Bayan, na sinasang-ayunan o minamasama, ng papikit kung minsan, ayon sa casalucuyang panahon, ang aming mga panucalang cahingian.""]"
pinangangalanan,1,0,1,"[""4122: Ng mga caunaunahang panahong iyon, ang mga kinapal na ito'y nakipag-uusap pa (ganito marahil ang kanilang buong acala) sa Lumikha sa kanila, sa pagka't sila'y may mga kinikilalang mga Ministro (kinacatawan) ng Lumikha iyan, mga kinapal na iba kay sa mga iba na kanilang sa tuwi na'y pinangangalanan ng mga talinghagang letrang M. R. P. Fr., na sa pagbibigay cahulugan sa mga letrang ito'y hindi nangagcacaisa ang ating mga marurunong.""]"
nangagcacaisa,1,0,1,"[""4122: Ng mga caunaunahang panahong iyon, ang mga kinapal na ito'y nakipag-uusap pa (ganito marahil ang kanilang buong acala) sa Lumikha sa kanila, sa pagka't sila'y may mga kinikilalang mga Ministro (kinacatawan) ng Lumikha iyan, mga kinapal na iba kay sa mga iba na kanilang sa tuwi na'y pinangangalanan ng mga talinghagang letrang M. R. P. Fr., na sa pagbibigay cahulugan sa mga letrang ito'y hindi nangagcacaisa ang ating mga marurunong.""]"
pangcaraniwang,1,0,1,"['4123: Alinsunod sa pangcaraniwang profesor ng mga wika, sa pagka\'t wala kung di sasandaan lamang ang mga profesor ng mga wikang malaki ang caculangan na siyang gamit ng nacaraang panahon, marahil ""Muy Rico Propietario"" daw ang cahulugan ng M. R. P., sa pagka\'t may pagka pangalawang Dios ang mga Ministrong ito, mga cabanalbanalan mga cagaling galingang mananalumpati, mga carunong-dunungan, at baga man totoong malaki ang kanilang kapangyarihan at sa kanila\'y pagkaaalang-alang, kailan ma\'y hindi sila gumagawa ng kahi\'t babahagyang capaslangan, bagay na nagpapatibay sa akin ng paniniwala sa aking sapantahang hindi cawangis ang kanilang pagkatao sa pagkatao ng iba.']"
sasandaan,1,0,1,"['4123: Alinsunod sa pangcaraniwang profesor ng mga wika, sa pagka\'t wala kung di sasandaan lamang ang mga profesor ng mga wikang malaki ang caculangan na siyang gamit ng nacaraang panahon, marahil ""Muy Rico Propietario"" daw ang cahulugan ng M. R. P., sa pagka\'t may pagka pangalawang Dios ang mga Ministrong ito, mga cabanalbanalan mga cagaling galingang mananalumpati, mga carunong-dunungan, at baga man totoong malaki ang kanilang kapangyarihan at sa kanila\'y pagkaaalang-alang, kailan ma\'y hindi sila gumagawa ng kahi\'t babahagyang capaslangan, bagay na nagpapatibay sa akin ng paniniwala sa aking sapantahang hindi cawangis ang kanilang pagkatao sa pagkatao ng iba.']"
Muy,1,1,0,"['4123: Alinsunod sa pangcaraniwang profesor ng mga wika, sa pagka\'t wala kung di sasandaan lamang ang mga profesor ng mga wikang malaki ang caculangan na siyang gamit ng nacaraang panahon, marahil ""Muy Rico Propietario"" daw ang cahulugan ng M. R. P., sa pagka\'t may pagka pangalawang Dios ang mga Ministrong ito, mga cabanalbanalan mga cagaling galingang mananalumpati, mga carunong-dunungan, at baga man totoong malaki ang kanilang kapangyarihan at sa kanila\'y pagkaaalang-alang, kailan ma\'y hindi sila gumagawa ng kahi\'t babahagyang capaslangan, bagay na nagpapatibay sa akin ng paniniwala sa aking sapantahang hindi cawangis ang kanilang pagkatao sa pagkatao ng iba.']"
Rico,1,1,0,"['4123: Alinsunod sa pangcaraniwang profesor ng mga wika, sa pagka\'t wala kung di sasandaan lamang ang mga profesor ng mga wikang malaki ang caculangan na siyang gamit ng nacaraang panahon, marahil ""Muy Rico Propietario"" daw ang cahulugan ng M. R. P., sa pagka\'t may pagka pangalawang Dios ang mga Ministrong ito, mga cabanalbanalan mga cagaling galingang mananalumpati, mga carunong-dunungan, at baga man totoong malaki ang kanilang kapangyarihan at sa kanila\'y pagkaaalang-alang, kailan ma\'y hindi sila gumagawa ng kahi\'t babahagyang capaslangan, bagay na nagpapatibay sa akin ng paniniwala sa aking sapantahang hindi cawangis ang kanilang pagkatao sa pagkatao ng iba.']"
Propietario,1,1,0,"['4123: Alinsunod sa pangcaraniwang profesor ng mga wika, sa pagka\'t wala kung di sasandaan lamang ang mga profesor ng mga wikang malaki ang caculangan na siyang gamit ng nacaraang panahon, marahil ""Muy Rico Propietario"" daw ang cahulugan ng M. R. P., sa pagka\'t may pagka pangalawang Dios ang mga Ministrong ito, mga cabanalbanalan mga cagaling galingang mananalumpati, mga carunong-dunungan, at baga man totoong malaki ang kanilang kapangyarihan at sa kanila\'y pagkaaalang-alang, kailan ma\'y hindi sila gumagawa ng kahi\'t babahagyang capaslangan, bagay na nagpapatibay sa akin ng paniniwala sa aking sapantahang hindi cawangis ang kanilang pagkatao sa pagkatao ng iba.']"
Ministrong,1,1,0,"['4123: Alinsunod sa pangcaraniwang profesor ng mga wika, sa pagka\'t wala kung di sasandaan lamang ang mga profesor ng mga wikang malaki ang caculangan na siyang gamit ng nacaraang panahon, marahil ""Muy Rico Propietario"" daw ang cahulugan ng M. R. P., sa pagka\'t may pagka pangalawang Dios ang mga Ministrong ito, mga cabanalbanalan mga cagaling galingang mananalumpati, mga carunong-dunungan, at baga man totoong malaki ang kanilang kapangyarihan at sa kanila\'y pagkaaalang-alang, kailan ma\'y hindi sila gumagawa ng kahi\'t babahagyang capaslangan, bagay na nagpapatibay sa akin ng paniniwala sa aking sapantahang hindi cawangis ang kanilang pagkatao sa pagkatao ng iba.']"
cabanalbanalan,1,0,1,"['4123: Alinsunod sa pangcaraniwang profesor ng mga wika, sa pagka\'t wala kung di sasandaan lamang ang mga profesor ng mga wikang malaki ang caculangan na siyang gamit ng nacaraang panahon, marahil ""Muy Rico Propietario"" daw ang cahulugan ng M. R. P., sa pagka\'t may pagka pangalawang Dios ang mga Ministrong ito, mga cabanalbanalan mga cagaling galingang mananalumpati, mga carunong-dunungan, at baga man totoong malaki ang kanilang kapangyarihan at sa kanila\'y pagkaaalang-alang, kailan ma\'y hindi sila gumagawa ng kahi\'t babahagyang capaslangan, bagay na nagpapatibay sa akin ng paniniwala sa aking sapantahang hindi cawangis ang kanilang pagkatao sa pagkatao ng iba.']"
cagaling,1,0,1,"['4123: Alinsunod sa pangcaraniwang profesor ng mga wika, sa pagka\'t wala kung di sasandaan lamang ang mga profesor ng mga wikang malaki ang caculangan na siyang gamit ng nacaraang panahon, marahil ""Muy Rico Propietario"" daw ang cahulugan ng M. R. P., sa pagka\'t may pagka pangalawang Dios ang mga Ministrong ito, mga cabanalbanalan mga cagaling galingang mananalumpati, mga carunong-dunungan, at baga man totoong malaki ang kanilang kapangyarihan at sa kanila\'y pagkaaalang-alang, kailan ma\'y hindi sila gumagawa ng kahi\'t babahagyang capaslangan, bagay na nagpapatibay sa akin ng paniniwala sa aking sapantahang hindi cawangis ang kanilang pagkatao sa pagkatao ng iba.']"
galingang,1,0,1,"['4123: Alinsunod sa pangcaraniwang profesor ng mga wika, sa pagka\'t wala kung di sasandaan lamang ang mga profesor ng mga wikang malaki ang caculangan na siyang gamit ng nacaraang panahon, marahil ""Muy Rico Propietario"" daw ang cahulugan ng M. R. P., sa pagka\'t may pagka pangalawang Dios ang mga Ministrong ito, mga cabanalbanalan mga cagaling galingang mananalumpati, mga carunong-dunungan, at baga man totoong malaki ang kanilang kapangyarihan at sa kanila\'y pagkaaalang-alang, kailan ma\'y hindi sila gumagawa ng kahi\'t babahagyang capaslangan, bagay na nagpapatibay sa akin ng paniniwala sa aking sapantahang hindi cawangis ang kanilang pagkatao sa pagkatao ng iba.']"
carunong-dunungan,1,0,1,"['4123: Alinsunod sa pangcaraniwang profesor ng mga wika, sa pagka\'t wala kung di sasandaan lamang ang mga profesor ng mga wikang malaki ang caculangan na siyang gamit ng nacaraang panahon, marahil ""Muy Rico Propietario"" daw ang cahulugan ng M. R. P., sa pagka\'t may pagka pangalawang Dios ang mga Ministrong ito, mga cabanalbanalan mga cagaling galingang mananalumpati, mga carunong-dunungan, at baga man totoong malaki ang kanilang kapangyarihan at sa kanila\'y pagkaaalang-alang, kailan ma\'y hindi sila gumagawa ng kahi\'t babahagyang capaslangan, bagay na nagpapatibay sa akin ng paniniwala sa aking sapantahang hindi cawangis ang kanilang pagkatao sa pagkatao ng iba.']"
pagkaaalang-alang,1,0,1,"['4123: Alinsunod sa pangcaraniwang profesor ng mga wika, sa pagka\'t wala kung di sasandaan lamang ang mga profesor ng mga wikang malaki ang caculangan na siyang gamit ng nacaraang panahon, marahil ""Muy Rico Propietario"" daw ang cahulugan ng M. R. P., sa pagka\'t may pagka pangalawang Dios ang mga Ministrong ito, mga cabanalbanalan mga cagaling galingang mananalumpati, mga carunong-dunungan, at baga man totoong malaki ang kanilang kapangyarihan at sa kanila\'y pagkaaalang-alang, kailan ma\'y hindi sila gumagawa ng kahi\'t babahagyang capaslangan, bagay na nagpapatibay sa akin ng paniniwala sa aking sapantahang hindi cawangis ang kanilang pagkatao sa pagkatao ng iba.']"
sapantahang,1,0,1,"['4123: Alinsunod sa pangcaraniwang profesor ng mga wika, sa pagka\'t wala kung di sasandaan lamang ang mga profesor ng mga wikang malaki ang caculangan na siyang gamit ng nacaraang panahon, marahil ""Muy Rico Propietario"" daw ang cahulugan ng M. R. P., sa pagka\'t may pagka pangalawang Dios ang mga Ministrong ito, mga cabanalbanalan mga cagaling galingang mananalumpati, mga carunong-dunungan, at baga man totoong malaki ang kanilang kapangyarihan at sa kanila\'y pagkaaalang-alang, kailan ma\'y hindi sila gumagawa ng kahi\'t babahagyang capaslangan, bagay na nagpapatibay sa akin ng paniniwala sa aking sapantahang hindi cawangis ang kanilang pagkatao sa pagkatao ng iba.']"
pagkatao,3,0,3,"['4123: Alinsunod sa pangcaraniwang profesor ng mga wika, sa pagka\'t wala kung di sasandaan lamang ang mga profesor ng mga wikang malaki ang caculangan na siyang gamit ng nacaraang panahon, marahil ""Muy Rico Propietario"" daw ang cahulugan ng M. R. P., sa pagka\'t may pagka pangalawang Dios ang mga Ministrong ito, mga cabanalbanalan mga cagaling galingang mananalumpati, mga carunong-dunungan, at baga man totoong malaki ang kanilang kapangyarihan at sa kanila\'y pagkaaalang-alang, kailan ma\'y hindi sila gumagawa ng kahi\'t babahagyang capaslangan, bagay na nagpapatibay sa akin ng paniniwala sa aking sapantahang hindi cawangis ang kanilang pagkatao sa pagkatao ng iba.', '4123: Alinsunod sa pangcaraniwang profesor ng mga wika, sa pagka\'t wala kung di sasandaan lamang ang mga profesor ng mga wikang malaki ang caculangan na siyang gamit ng nacaraang panahon, marahil ""Muy Rico Propietario"" daw ang cahulugan ng M. R. P., sa pagka\'t may pagka pangalawang Dios ang mga Ministrong ito, mga cabanalbanalan mga cagaling galingang mananalumpati, mga carunong-dunungan, at baga man totoong malaki ang kanilang kapangyarihan at sa kanila\'y pagkaaalang-alang, kailan ma\'y hindi sila gumagawa ng kahi\'t babahagyang capaslangan, bagay na nagpapatibay sa akin ng paniniwala sa aking sapantahang hindi cawangis ang kanilang pagkatao sa pagkatao ng iba.', ""6626: Upang mailigtas ng lalaki ang capurihan ng babae, pinangahasan ang lahat, namanhik siya sa mga magulang upang sa kanya'y ipacasal ang kanyang caisang dibdib, dahil dito'y hinanap ang mga casulatan ng kanyang pagkatao, at ng magcagayo'y napagsiyasat na lahat; palibhasa'y mayaman ang ama ng dalaga, nasunduang pag-usiguin ng mga hucom ang lalaki, na hindi nag-acala man lamang na magsanggalang, inamin ang lahat ng sumbong na laban sa kanya, at siya'y nagdusa sa bilangguan.""]"
nagdaraa'y,1,0,1,"[""4124: At kung hindi maguing casucatan ito upang mapapagtibay ang aking panucala may natitira pang isang catuwirang hindi sinasalansang nino man at bawa't araw na nagdaraa'y lalo at lalong nagtutumibay, na pinapananaog ng mga talinghagang kinapal na iyon ang Dios sa ibabaw ng lupa, sabihin lamang nila ang ilang wika, na hindi nasasalita ng Dios kung di sa pamamag-itan ng kanilang bibig, at ang Dios na iya'y kanilang kinacain, iniinom nila ang kanyang dugo at madalas na ipinacacain nila naman sa mga taong caraniwan.""]"
nagtutumibay,1,0,1,"[""4124: At kung hindi maguing casucatan ito upang mapapagtibay ang aking panucala may natitira pang isang catuwirang hindi sinasalansang nino man at bawa't araw na nagdaraa'y lalo at lalong nagtutumibay, na pinapananaog ng mga talinghagang kinapal na iyon ang Dios sa ibabaw ng lupa, sabihin lamang nila ang ilang wika, na hindi nasasalita ng Dios kung di sa pamamag-itan ng kanilang bibig, at ang Dios na iya'y kanilang kinacain, iniinom nila ang kanyang dugo at madalas na ipinacacain nila naman sa mga taong caraniwan.""]"
pinapananaog,1,0,1,"[""4124: At kung hindi maguing casucatan ito upang mapapagtibay ang aking panucala may natitira pang isang catuwirang hindi sinasalansang nino man at bawa't araw na nagdaraa'y lalo at lalong nagtutumibay, na pinapananaog ng mga talinghagang kinapal na iyon ang Dios sa ibabaw ng lupa, sabihin lamang nila ang ilang wika, na hindi nasasalita ng Dios kung di sa pamamag-itan ng kanilang bibig, at ang Dios na iya'y kanilang kinacain, iniinom nila ang kanyang dugo at madalas na ipinacacain nila naman sa mga taong caraniwan.""]"
ipinacacain,1,0,1,"[""4124: At kung hindi maguing casucatan ito upang mapapagtibay ang aking panucala may natitira pang isang catuwirang hindi sinasalansang nino man at bawa't araw na nagdaraa'y lalo at lalong nagtutumibay, na pinapananaog ng mga talinghagang kinapal na iyon ang Dios sa ibabaw ng lupa, sabihin lamang nila ang ilang wika, na hindi nasasalita ng Dios kung di sa pamamag-itan ng kanilang bibig, at ang Dios na iya'y kanilang kinacain, iniinom nila ang kanyang dugo at madalas na ipinacacain nila naman sa mga taong caraniwan.""]"
mag-kamali,1,0,1,"['4127: Marahil mag-kamali ang matandang Tasio, bagay na hindi nga totoong malayo ngunit pag-balican natin ang ating sinasaysay.']"
pag-balican,1,0,1,"['4127: Marahil mag-kamali ang matandang Tasio, bagay na hindi nga totoong malayo ngunit pag-balican natin ang ating sinasaysay.']"
Inihahanda,1,1,0,['4128: Inihahanda ngayon ang pagkaing masarap sa mga kioskong kinakitaan natin camacalawa sa maestro at sa mga alagad.']
kioskong,1,0,1,['4128: Inihahanda ngayon ang pagkaing masarap sa mga kioskong kinakitaan natin camacalawa sa maestro at sa mga alagad.']
kinakitaan,3,0,3,"['4128: Inihahanda ngayon ang pagkaing masarap sa mga kioskong kinakitaan natin camacalawa sa maestro at sa mga alagad.', '7350: —Cagagaling ko pa sa tribunal, na kinakitaan kong nangapipiit si don Filipo at si don Crisostomo,—ang sabi ng isang lalaki kay hermana Pute; kinausap ko ang isa sa mga nagbabantay na cuadrillero.', ""8146: Liban na lamang sa ilang mga talatang may culabong pananalita, na isinulat ng binatang ito sa isang babae, bago siya yumaong ang tungo'y sa Europa, mga talatang kinakitaan ng fiscal ng isang balac at isang bala laban sa Gobierno, na kanyang kinilalang siya nga ang may sulat, walang nasumpungang ano mang bagay na mapanghawacan upang siya'y mabigyang casalanan.""]"
cahalili,2,0,2,"[""4129: Gayon, ma'y sa mesang handa sa mga bata'y wala isa man lamang botella ng alac, ngunit ang cahalili nama'y ang lalong sumasaganang ang mga bunga ng kahoy."", ""8117: —Tinatawag kong maingat ang ganyan; pagdaca'y handa na ang cahalili.""]"
sumasaganang,1,0,1,"[""4129: Gayon, ma'y sa mesang handa sa mga bata'y wala isa man lamang botella ng alac, ngunit ang cahalili nama'y ang lalong sumasaganang ang mga bunga ng kahoy.""]"
kiosko'y,1,0,1,"['4130: Sa lilim ng balag na siyang naghuhugpong sa dalawang kiosko\'y naroroon ang mga upuan ng mga musico, at saka isang mesang nalalaganapan ng mga matamis, ng mga ""cosfitura"", ng mga frasco ng tubig na nacocoronahan ng mga dahon at mga bulaklak na inihahanda sa mauhaw na mga taong dadalo roon.']"
cosfitura,1,0,1,"['4130: Sa lilim ng balag na siyang naghuhugpong sa dalawang kiosko\'y naroroon ang mga upuan ng mga musico, at saka isang mesang nalalaganapan ng mga matamis, ng mga ""cosfitura"", ng mga frasco ng tubig na nacocoronahan ng mga dahon at mga bulaklak na inihahanda sa mauhaw na mga taong dadalo roon.']"
mauhaw,1,0,1,"['4130: Sa lilim ng balag na siyang naghuhugpong sa dalawang kiosko\'y naroroon ang mga upuan ng mga musico, at saka isang mesang nalalaganapan ng mga matamis, ng mga ""cosfitura"", ng mga frasco ng tubig na nacocoronahan ng mga dahon at mga bulaklak na inihahanda sa mauhaw na mga taong dadalo roon.']"
dadalo,1,0,1,"['4130: Sa lilim ng balag na siyang naghuhugpong sa dalawang kiosko\'y naroroon ang mga upuan ng mga musico, at saka isang mesang nalalaganapan ng mga matamis, ng mga ""cosfitura"", ng mga frasco ng tubig na nacocoronahan ng mga dahon at mga bulaklak na inihahanda sa mauhaw na mga taong dadalo roon.']"
Nagpatayo,1,1,0,"[""4131: Nagpatayo ang maestro ng escuela ng mga palosebo, ng mga lucsuhan at nagpabitin ng mga cawali't mga palayoc na iniuucol sa catuwatuwang mga laro.""]"
lucsuhan,1,0,1,"[""4131: Nagpatayo ang maestro ng escuela ng mga palosebo, ng mga lucsuhan at nagpabitin ng mga cawali't mga palayoc na iniuucol sa catuwatuwang mga laro.""]"
nagpabitin,1,0,1,"[""4131: Nagpatayo ang maestro ng escuela ng mga palosebo, ng mga lucsuhan at nagpabitin ng mga cawali't mga palayoc na iniuucol sa catuwatuwang mga laro.""]"
cawali't,1,0,1,"[""4131: Nagpatayo ang maestro ng escuela ng mga palosebo, ng mga lucsuhan at nagpabitin ng mga cawali't mga palayoc na iniuucol sa catuwatuwang mga laro.""]"
catuwatuwang,1,0,1,"[""4131: Nagpatayo ang maestro ng escuela ng mga palosebo, ng mga lucsuhan at nagpabitin ng mga cawali't mga palayoc na iniuucol sa catuwatuwang mga laro.""]"
Nangagluluponlupon,1,1,0,"[""4132: Nangagluluponlupon sa lilim ng mga kahoy o sa ilalim ng balag ang caramihang taong masasayang mga kulay ang damit na bihis, at sila'y nangagsisitacas sa maningning na araw.""]"
nangagsisitacas,2,0,2,"[""4132: Nangagluluponlupon sa lilim ng mga kahoy o sa ilalim ng balag ang caramihang taong masasayang mga kulay ang damit na bihis, at sila'y nangagsisitacas sa maningning na araw."", '6143: Nagsisipanindig na ang kanilang mga puloc, nangagtititigan at mga kidlat ng galit ang siyang nangagsisitacas sa kanilang mabibilog at maliit na mga mata.']"
Nangagsisipanhic,1,1,0,"['4133: Nangagsisipanhic ang mga bata sa mga sanga ng mga kahoy o sa ibabaw ng mga bato, sa pagkaibig nilang makitang magaling ang ""ceremonia"", at sa gayo\'y narurugtungan nila ang cababaan ng kanilang taas; minamasdan nila ng buong pananaghili ang mga batang pumapasoc sa escuelang malilinis at magaling ang pananamit na nangaroroon sa lugar na sa kanila\'y laan.']"
narurugtungan,1,0,1,"['4133: Nangagsisipanhic ang mga bata sa mga sanga ng mga kahoy o sa ibabaw ng mga bato, sa pagkaibig nilang makitang magaling ang ""ceremonia"", at sa gayo\'y narurugtungan nila ang cababaan ng kanilang taas; minamasdan nila ng buong pananaghili ang mga batang pumapasoc sa escuelang malilinis at magaling ang pananamit na nangaroroon sa lugar na sa kanila\'y laan.']"
escuelang,1,0,1,"['4133: Nangagsisipanhic ang mga bata sa mga sanga ng mga kahoy o sa ibabaw ng mga bato, sa pagkaibig nilang makitang magaling ang ""ceremonia"", at sa gayo\'y narurugtungan nila ang cababaan ng kanilang taas; minamasdan nila ng buong pananaghili ang mga batang pumapasoc sa escuelang malilinis at magaling ang pananamit na nangaroroon sa lugar na sa kanila\'y laan.']"
Cura,7,7,0,"[""4134: Malaking di ano lamang ang galac ng mga magugulang; baga man sila'y abang mga tagabukid, sa pagka't mapapanood nilang cumacain ang kanilang mga anak sa mesang natatacpan ng maputing mantel, na halos mawawangis sa Cura at sa Alcalde."", '4152: ¡Hinihintay ng Cura!', ""4181: —Iniabot ni Ibarra ang isa pang cucharang pilac sa Cura, na ng macatitig na sumandali sa kanya'y marahang nanaog.""]"
pag-isipin,1,0,1,"[""4135: Sukat na ang pag-isipin ang mga bagay na iyon upang huwag magdamdam gutom, at ang gayong pangyayari'y pagsasabisabihanan ng salinsaling maguiguing tao sa ibabaw ng lupa.""]"
magdamdam,1,0,1,"[""4135: Sukat na ang pag-isipin ang mga bagay na iyon upang huwag magdamdam gutom, at ang gayong pangyayari'y pagsasabisabihanan ng salinsaling maguiguing tao sa ibabaw ng lupa.""]"
pangyayari'y,1,0,1,"[""4135: Sukat na ang pag-isipin ang mga bagay na iyon upang huwag magdamdam gutom, at ang gayong pangyayari'y pagsasabisabihanan ng salinsaling maguiguing tao sa ibabaw ng lupa.""]"
pagsasabisabihanan,1,0,1,"[""4135: Sukat na ang pag-isipin ang mga bagay na iyon upang huwag magdamdam gutom, at ang gayong pangyayari'y pagsasabisabihanan ng salinsaling maguiguing tao sa ibabaw ng lupa.""]"
salinsaling,1,0,1,"[""4135: Sukat na ang pag-isipin ang mga bagay na iyon upang huwag magdamdam gutom, at ang gayong pangyayari'y pagsasabisabihanan ng salinsaling maguiguing tao sa ibabaw ng lupa.""]"
musical,2,0,2,"[""4136: Hindi nalao't narinig ang malayong mga tinig ng musical ang nangunguna'y isang pulutong ng sarisaring tao, na ang bumubuo'y taglay ang lahat ng mga gulang at taglay ng pananamit ang lahat ng mga kulay."", '5044: ¡At pagkagalinggaling na musical ibang mga tinig ang ipinaringig ng mga anak mo ng mamatay na ikaw!']"
nangunguna'y,2,0,2,"[""4136: Hindi nalao't narinig ang malayong mga tinig ng musical ang nangunguna'y isang pulutong ng sarisaring tao, na ang bumubuo'y taglay ang lahat ng mga gulang at taglay ng pananamit ang lahat ng mga kulay."", ""6981: —Kayo po'y sasagutin ko ng katulad ng mga nag-aaral ng tungkol sa Iglesia ng una,—ang isinagot ng filosofo, na muling nahiga at pinapanag-uli ang kanyang pagmumukhang palabiro;—sa tatlong paraan mangyayaring macaacbay sa Pagsulong: sa dakong unahan, sa dakong taguiliran at sa dakong hulihan; ang mga nangunguna'y siyang namamatnugot sa kanya; ang nangasa taguilira'y kusang napadadala na lamang, at ang nangahuhuli'y pawang kinacaladcad, at sa mga kinacaladcad na ito nasasama ang mga jesuita.""]"
Nabalisa,1,1,0,"['4137: Nabalisa ang lalaking naninilaw at siniyasat ang buong ""aparato"" niya ng isang sulyap.']"
aparato,1,0,1,"['4137: Nabalisa ang lalaking naninilaw at siniyasat ang buong ""aparato"" niya ng isang sulyap.']"
Sinusundan,4,4,0,"['4138: Sinusundan ang kanyang mata at hinihiwatigan ang lahat niyang mga kilos ng isang mapag-usisang tagabukid: yao\'y si Elias na dumalo rin doo\'t ng panoorin ang ""ceremonia""; halos hindi siya makilala dahil sa kanyang salacot at sa anyo ng kanyang pananamit.', ""4551: Sinusundan siya ng mata ni Ibarrang nangingitimngitim ang pula ng mukha sa malaking galit; at pagkarinig ng pasaring sa kanyang ama'y nagtindig, at sa isang lundag ay ilinagpac ang kanyang batibot na kamay sa ibabaw ng ulo ng sacerdote, na natihaya at tulig."", '6801: —¡Sinusundan ako!']"
mapag-usisang,1,0,1,"['4138: Sinusundan ang kanyang mata at hinihiwatigan ang lahat niyang mga kilos ng isang mapag-usisang tagabukid: yao\'y si Elias na dumalo rin doo\'t ng panoorin ang ""ceremonia""; halos hindi siya makilala dahil sa kanyang salacot at sa anyo ng kanyang pananamit.']"
Pinagpilitan,1,1,0,"[""4139: Pinagpilitan niyang siya'y mapalagay sa lalong magaling na lugar, halos sa siping ng torno, sa pampang ng hucay.""]"
mapalagay,3,0,3,"[""4139: Pinagpilitan niyang siya'y mapalagay sa lalong magaling na lugar, halos sa siping ng torno, sa pampang ng hucay."", ""4230: —¡Pagka nadidilidili kong bahagya lamang ang panahong pag-itan mula ng ako'y mapalagay sa lugar na iyan—ang sabi ng isa sa mga empleado kay Ibarra,—¡nacu!"", ""5058: At ng mapalagay na sa lupa si San Juan, siya'y nagmukhang tila isa sa mga taong-bayan.""]"
Kasama,6,6,0,"['4140: Kasama ng musicang dumating ang Alcalde, ang mga namumunong ginoo sa bayan, ang mga fraile at ang mga castilang may mga catungculan, liban na lamang kay Pari Damaso.', '4142: Kasama si kapitang Tiago, ang alferez at ilang mayayaman, ng maningning na cawan ng mga dalagang may dalang payong na sutla.', '5344: Kasama rin naman ng cura ang ilang mga mamamayang ang hanap-buhay umalacbay tuwina sa mga fraile.']"
namumunong,1,0,1,"['4140: Kasama ng musicang dumating ang Alcalde, ang mga namumunong ginoo sa bayan, ang mga fraile at ang mga castilang may mga catungculan, liban na lamang kay Pari Damaso.']"
Kausap,1,1,0,"['4141: Kausap ni Ibarra ang Alcalde, na kanyang totoong naging kaibigan, mula ng kanyang handugan siya ng ilang maaayos na pagpuri, dahil sa kanyang mga condecoracion at mga banda: ang malaking hilig sa pagkamahal na tao ang siyang panghina ng loob ng marilag na Alcalde.']"
maaayos,1,0,1,"['4141: Kausap ni Ibarra ang Alcalde, na kanyang totoong naging kaibigan, mula ng kanyang handugan siya ng ilang maaayos na pagpuri, dahil sa kanyang mga condecoracion at mga banda: ang malaking hilig sa pagkamahal na tao ang siyang panghina ng loob ng marilag na Alcalde.']"
