row_index,sentence_id,original_token,new_token,position,before_context,after_context
6605,27,catungculan,katungkulan,161,"Nang macaraan ang dalawang buwa'y guinanap ang parusang hatol ng buong catuwaan ng loob ng mga tao, na sa ganitong paraa'y inaacala nilang gumaganap ng kanilang catungculan.","Nang makaraan ang dalawang buwa'y guinanap ang parusang hatol ng buong katuwaan ng loob ng mga tao, na sa ganitong paraa'y inaakala nilang gumaganap ng kanilang katungkulan."
6606,28,catiwasayan,katiwasayan,24,"Sapagkat wala na siyang catiwasayan sa mga gubat na ito'y tumacas siya't tinungo na kanyang dala ang kanyang dalawang anak na lalaki, ang caratig na lalawigan, at diya'y nabuhay silang tulad sa mga halimaw: nangapopoot at kinapopootan.","Sapagkat wala na siyang katiwasayan sa mga gubat na ito'y tumakas siya't tinungo na kanyang dala ang kanyang dalawang anak na lalaki, ang karatig na lalawigan, at diya'y nabuhay silang tulad sa mga halimaw: nangapopoot at kinapopootan."
6606,28,tumacas,tumakas,58,"Sapagkat wala na siyang catiwasayan sa mga gubat na ito'y tumacas siya't tinungo na kanyang dala ang kanyang dalawang anak na lalaki, ang caratig na lalawigan, at diya'y nabuhay silang tulad sa mga halimaw: nangapopoot at kinapopootan.","Sapagkat wala na siyang katiwasayan sa mga gubat na ito'y tumakas siya't tinungo na kanyang dala ang kanyang dalawang anak na lalaki, ang karatig na lalawigan, at diya'y nabuhay silang tulad sa mga halimaw: nangapopoot at kinapopootan."
6606,28,caratig,karatig,138,"Sapagkat wala na siyang catiwasayan sa mga gubat na ito'y tumacas siya't tinungo na kanyang dala ang kanyang dalawang anak na lalaki, ang caratig na lalawigan, at diya'y nabuhay silang tulad sa mga halimaw: nangapopoot at kinapopootan.","Sapagkat wala na siyang katiwasayan sa mga gubat na ito'y tumakas siya't tinungo na kanyang dala ang kanyang dalawang anak na lalaki, ang karatig na lalawigan, at diya'y nabuhay silang tulad sa mga halimaw: nangapopoot at kinapopootan."
6607,29,nacatatanda,nakatatanda,40,"Ang panganay sa dalawang magkapatid, na nacatatanda ng maligayang camusmusan niya, sa gitna ng gayong pagkalakilaking carukhaan, pagdaca'y nagtulisan, pagkakaroon ng lakas.","Ang panganay sa dalawang magkapatid, na nakatatanda ng maligayang kamusmusan niya, sa gitna ng gayong pagkalakilaking karukhaan, pagdaka'y nagtulisan, pagkakaroon ng lakas."
6607,29,camusmusan,kamusmusan,66,"Ang panganay sa dalawang magkapatid, na nacatatanda ng maligayang camusmusan niya, sa gitna ng gayong pagkalakilaking carukhaan, pagdaca'y nagtulisan, pagkakaroon ng lakas.","Ang panganay sa dalawang magkapatid, na nakatatanda ng maligayang kamusmusan niya, sa gitna ng gayong pagkalakilaking karukhaan, pagdaka'y nagtulisan, pagkakaroon ng lakas."
6607,29,carukhaan,karukhaan,118,"Ang panganay sa dalawang magkapatid, na nacatatanda ng maligayang camusmusan niya, sa gitna ng gayong pagkalakilaking carukhaan, pagdaca'y nagtulisan, pagkakaroon ng lakas.","Ang panganay sa dalawang magkapatid, na nakatatanda ng maligayang kamusmusan niya, sa gitna ng gayong pagkalakilaking karukhaan, pagdaka'y nagtulisan, pagkakaroon ng lakas."
6607,29,pagdaca'y,pagdaka'y,129,"Ang panganay sa dalawang magkapatid, na nacatatanda ng maligayang camusmusan niya, sa gitna ng gayong pagkalakilaking carukhaan, pagdaca'y nagtulisan, pagkakaroon ng lakas.","Ang panganay sa dalawang magkapatid, na nakatatanda ng maligayang kamusmusan niya, sa gitna ng gayong pagkalakilaking karukhaan, pagdaka'y nagtulisan, pagkakaroon ng lakas."
6608,30,cumalat,kumalat,49,"Hindi nalao't ang pangalang mabangis ni Balat ay cumalat sa magcabicabilang lalawigan, naging laguim ng mga bayan, sa pagka't sa kanyang panghihiganti'y nagsasabog ng dugo't tinutupoc ang bawa't maraanan.","Hindi nalao't ang pangalang mabangis ni Balat ay kumalat sa magkabikabilang lalawigan, naging laguim ng mga bayan, sa pagka't sa kanyang panghihiganti'y nagsasabog ng dugo't tinutupoc ang bawa't maraanan."
6608,30,magcabicabilang,magkabikabilang,60,"Hindi nalao't ang pangalang mabangis ni Balat ay cumalat sa magcabicabilang lalawigan, naging laguim ng mga bayan, sa pagka't sa kanyang panghihiganti'y nagsasabog ng dugo't tinutupoc ang bawa't maraanan.","Hindi nalao't ang pangalang mabangis ni Balat ay kumalat sa magkabikabilang lalawigan, naging laguim ng mga bayan, sa pagka't sa kanyang panghihiganti'y nagsasabog ng dugo't tinutupoc ang bawa't maraanan."
6609,31,pinacabata,pinakabata,4,"Ang pinacabata na may catutubong magaling na puso'y sumangayon sa kanyang capalaran at caimbihan sa tabi ng kanyang ina; nangabubuhay sila sa inihahandog ng cagubatan, nangagdadamit sila ng mga basahang sa kanila'y inihahaguis ng mga nangaglalacad; nawala na sa babaeng iyon ang kanyang sariling pangalan at siya'y nakikilala lamang sa mga pamagat na delingkente (delincuente, nagcasala), patutot at binugbog; ang lalaking iyo'y nakikilala lamang sa tawag na anak ng kanyang ina, sapagkat sa catamisan ng kanyang asal ay hindi pinaniniwalaang siya'y anak ng manununog at sapagkat ang sino ma'y dapat mag-alinlangan sa cabutihan ng ugali ng mga indio.","Ang pinakabata na may katutubong magaling na puso'y sumangayon sa kanyang kapalaran at kaimbihan sa tabi ng kanyang ina; nangabubuhay sila sa inihahandog ng kagubatan, nangagdadamit sila ng mga basahang sa kanila'y inihahaguis ng mga nangaglalakad; nawala na sa babaeng iyon ang kanyang sariling pangalan at siya'y nakikilala lamang sa mga pamagat na delingkente (delinkuente, nagkasala), patutot at binugbog; ang lalaking iyo'y nakikilala lamang sa tawag na anak ng kanyang ina, sapagkat sa katamisan ng kanyang asal ay hindi pinaniniwalaang siya'y anak ng manununog at sapagkat ang sino ma'y dapat mag-alinlangan sa kabutihan ng ugali ng mga indio."
6609,31,catutubong,katutubong,22,"Ang pinacabata na may catutubong magaling na puso'y sumangayon sa kanyang capalaran at caimbihan sa tabi ng kanyang ina; nangabubuhay sila sa inihahandog ng cagubatan, nangagdadamit sila ng mga basahang sa kanila'y inihahaguis ng mga nangaglalacad; nawala na sa babaeng iyon ang kanyang sariling pangalan at siya'y nakikilala lamang sa mga pamagat na delingkente (delincuente, nagcasala), patutot at binugbog; ang lalaking iyo'y nakikilala lamang sa tawag na anak ng kanyang ina, sapagkat sa catamisan ng kanyang asal ay hindi pinaniniwalaang siya'y anak ng manununog at sapagkat ang sino ma'y dapat mag-alinlangan sa cabutihan ng ugali ng mga indio.","Ang pinakabata na may katutubong magaling na puso'y sumangayon sa kanyang kapalaran at kaimbihan sa tabi ng kanyang ina; nangabubuhay sila sa inihahandog ng kagubatan, nangagdadamit sila ng mga basahang sa kanila'y inihahaguis ng mga nangaglalakad; nawala na sa babaeng iyon ang kanyang sariling pangalan at siya'y nakikilala lamang sa mga pamagat na delingkente (delinkuente, nagkasala), patutot at binugbog; ang lalaking iyo'y nakikilala lamang sa tawag na anak ng kanyang ina, sapagkat sa katamisan ng kanyang asal ay hindi pinaniniwalaang siya'y anak ng manununog at sapagkat ang sino ma'y dapat mag-alinlangan sa kabutihan ng ugali ng mga indio."
6609,31,capalaran,kapalaran,74,"Ang pinacabata na may catutubong magaling na puso'y sumangayon sa kanyang capalaran at caimbihan sa tabi ng kanyang ina; nangabubuhay sila sa inihahandog ng cagubatan, nangagdadamit sila ng mga basahang sa kanila'y inihahaguis ng mga nangaglalacad; nawala na sa babaeng iyon ang kanyang sariling pangalan at siya'y nakikilala lamang sa mga pamagat na delingkente (delincuente, nagcasala), patutot at binugbog; ang lalaking iyo'y nakikilala lamang sa tawag na anak ng kanyang ina, sapagkat sa catamisan ng kanyang asal ay hindi pinaniniwalaang siya'y anak ng manununog at sapagkat ang sino ma'y dapat mag-alinlangan sa cabutihan ng ugali ng mga indio.","Ang pinakabata na may katutubong magaling na puso'y sumangayon sa kanyang kapalaran at kaimbihan sa tabi ng kanyang ina; nangabubuhay sila sa inihahandog ng kagubatan, nangagdadamit sila ng mga basahang sa kanila'y inihahaguis ng mga nangaglalakad; nawala na sa babaeng iyon ang kanyang sariling pangalan at siya'y nakikilala lamang sa mga pamagat na delingkente (delinkuente, nagkasala), patutot at binugbog; ang lalaking iyo'y nakikilala lamang sa tawag na anak ng kanyang ina, sapagkat sa katamisan ng kanyang asal ay hindi pinaniniwalaang siya'y anak ng manununog at sapagkat ang sino ma'y dapat mag-alinlangan sa kabutihan ng ugali ng mga indio."
6609,31,caimbihan,kaimbihan,87,"Ang pinacabata na may catutubong magaling na puso'y sumangayon sa kanyang capalaran at caimbihan sa tabi ng kanyang ina; nangabubuhay sila sa inihahandog ng cagubatan, nangagdadamit sila ng mga basahang sa kanila'y inihahaguis ng mga nangaglalacad; nawala na sa babaeng iyon ang kanyang sariling pangalan at siya'y nakikilala lamang sa mga pamagat na delingkente (delincuente, nagcasala), patutot at binugbog; ang lalaking iyo'y nakikilala lamang sa tawag na anak ng kanyang ina, sapagkat sa catamisan ng kanyang asal ay hindi pinaniniwalaang siya'y anak ng manununog at sapagkat ang sino ma'y dapat mag-alinlangan sa cabutihan ng ugali ng mga indio.","Ang pinakabata na may katutubong magaling na puso'y sumangayon sa kanyang kapalaran at kaimbihan sa tabi ng kanyang ina; nangabubuhay sila sa inihahandog ng kagubatan, nangagdadamit sila ng mga basahang sa kanila'y inihahaguis ng mga nangaglalakad; nawala na sa babaeng iyon ang kanyang sariling pangalan at siya'y nakikilala lamang sa mga pamagat na delingkente (delinkuente, nagkasala), patutot at binugbog; ang lalaking iyo'y nakikilala lamang sa tawag na anak ng kanyang ina, sapagkat sa katamisan ng kanyang asal ay hindi pinaniniwalaang siya'y anak ng manununog at sapagkat ang sino ma'y dapat mag-alinlangan sa kabutihan ng ugali ng mga indio."
6609,31,cagubatan,kagubatan,157,"Ang pinacabata na may catutubong magaling na puso'y sumangayon sa kanyang capalaran at caimbihan sa tabi ng kanyang ina; nangabubuhay sila sa inihahandog ng cagubatan, nangagdadamit sila ng mga basahang sa kanila'y inihahaguis ng mga nangaglalacad; nawala na sa babaeng iyon ang kanyang sariling pangalan at siya'y nakikilala lamang sa mga pamagat na delingkente (delincuente, nagcasala), patutot at binugbog; ang lalaking iyo'y nakikilala lamang sa tawag na anak ng kanyang ina, sapagkat sa catamisan ng kanyang asal ay hindi pinaniniwalaang siya'y anak ng manununog at sapagkat ang sino ma'y dapat mag-alinlangan sa cabutihan ng ugali ng mga indio.","Ang pinakabata na may katutubong magaling na puso'y sumangayon sa kanyang kapalaran at kaimbihan sa tabi ng kanyang ina; nangabubuhay sila sa inihahandog ng kagubatan, nangagdadamit sila ng mga basahang sa kanila'y inihahaguis ng mga nangaglalakad; nawala na sa babaeng iyon ang kanyang sariling pangalan at siya'y nakikilala lamang sa mga pamagat na delingkente (delinkuente, nagkasala), patutot at binugbog; ang lalaking iyo'y nakikilala lamang sa tawag na anak ng kanyang ina, sapagkat sa katamisan ng kanyang asal ay hindi pinaniniwalaang siya'y anak ng manununog at sapagkat ang sino ma'y dapat mag-alinlangan sa kabutihan ng ugali ng mga indio."
6609,31,nangaglalacad,nangaglalakad,234,"Ang pinacabata na may catutubong magaling na puso'y sumangayon sa kanyang capalaran at caimbihan sa tabi ng kanyang ina; nangabubuhay sila sa inihahandog ng cagubatan, nangagdadamit sila ng mga basahang sa kanila'y inihahaguis ng mga nangaglalacad; nawala na sa babaeng iyon ang kanyang sariling pangalan at siya'y nakikilala lamang sa mga pamagat na delingkente (delincuente, nagcasala), patutot at binugbog; ang lalaking iyo'y nakikilala lamang sa tawag na anak ng kanyang ina, sapagkat sa catamisan ng kanyang asal ay hindi pinaniniwalaang siya'y anak ng manununog at sapagkat ang sino ma'y dapat mag-alinlangan sa cabutihan ng ugali ng mga indio.","Ang pinakabata na may katutubong magaling na puso'y sumangayon sa kanyang kapalaran at kaimbihan sa tabi ng kanyang ina; nangabubuhay sila sa inihahandog ng kagubatan, nangagdadamit sila ng mga basahang sa kanila'y inihahaguis ng mga nangaglalakad; nawala na sa babaeng iyon ang kanyang sariling pangalan at siya'y nakikilala lamang sa mga pamagat na delingkente (delinkuente, nagkasala), patutot at binugbog; ang lalaking iyo'y nakikilala lamang sa tawag na anak ng kanyang ina, sapagkat sa katamisan ng kanyang asal ay hindi pinaniniwalaang siya'y anak ng manununog at sapagkat ang sino ma'y dapat mag-alinlangan sa kabutihan ng ugali ng mga indio."
6609,31,delincuente,delinkuente,364,"Ang pinacabata na may catutubong magaling na puso'y sumangayon sa kanyang capalaran at caimbihan sa tabi ng kanyang ina; nangabubuhay sila sa inihahandog ng cagubatan, nangagdadamit sila ng mga basahang sa kanila'y inihahaguis ng mga nangaglalacad; nawala na sa babaeng iyon ang kanyang sariling pangalan at siya'y nakikilala lamang sa mga pamagat na delingkente (delincuente, nagcasala), patutot at binugbog; ang lalaking iyo'y nakikilala lamang sa tawag na anak ng kanyang ina, sapagkat sa catamisan ng kanyang asal ay hindi pinaniniwalaang siya'y anak ng manununog at sapagkat ang sino ma'y dapat mag-alinlangan sa cabutihan ng ugali ng mga indio.","Ang pinakabata na may katutubong magaling na puso'y sumangayon sa kanyang kapalaran at kaimbihan sa tabi ng kanyang ina; nangabubuhay sila sa inihahandog ng kagubatan, nangagdadamit sila ng mga basahang sa kanila'y inihahaguis ng mga nangaglalakad; nawala na sa babaeng iyon ang kanyang sariling pangalan at siya'y nakikilala lamang sa mga pamagat na delingkente (delinkuente, nagkasala), patutot at binugbog; ang lalaking iyo'y nakikilala lamang sa tawag na anak ng kanyang ina, sapagkat sa katamisan ng kanyang asal ay hindi pinaniniwalaang siya'y anak ng manununog at sapagkat ang sino ma'y dapat mag-alinlangan sa kabutihan ng ugali ng mga indio."
6609,31,nagcasala,nagkasala,377,"Ang pinacabata na may catutubong magaling na puso'y sumangayon sa kanyang capalaran at caimbihan sa tabi ng kanyang ina; nangabubuhay sila sa inihahandog ng cagubatan, nangagdadamit sila ng mga basahang sa kanila'y inihahaguis ng mga nangaglalacad; nawala na sa babaeng iyon ang kanyang sariling pangalan at siya'y nakikilala lamang sa mga pamagat na delingkente (delincuente, nagcasala), patutot at binugbog; ang lalaking iyo'y nakikilala lamang sa tawag na anak ng kanyang ina, sapagkat sa catamisan ng kanyang asal ay hindi pinaniniwalaang siya'y anak ng manununog at sapagkat ang sino ma'y dapat mag-alinlangan sa cabutihan ng ugali ng mga indio.","Ang pinakabata na may katutubong magaling na puso'y sumangayon sa kanyang kapalaran at kaimbihan sa tabi ng kanyang ina; nangabubuhay sila sa inihahandog ng kagubatan, nangagdadamit sila ng mga basahang sa kanila'y inihahaguis ng mga nangaglalakad; nawala na sa babaeng iyon ang kanyang sariling pangalan at siya'y nakikilala lamang sa mga pamagat na delingkente (delinkuente, nagkasala), patutot at binugbog; ang lalaking iyo'y nakikilala lamang sa tawag na anak ng kanyang ina, sapagkat sa katamisan ng kanyang asal ay hindi pinaniniwalaang siya'y anak ng manununog at sapagkat ang sino ma'y dapat mag-alinlangan sa kabutihan ng ugali ng mga indio."
6609,31,catamisan,katamisan,492,"Ang pinacabata na may catutubong magaling na puso'y sumangayon sa kanyang capalaran at caimbihan sa tabi ng kanyang ina; nangabubuhay sila sa inihahandog ng cagubatan, nangagdadamit sila ng mga basahang sa kanila'y inihahaguis ng mga nangaglalacad; nawala na sa babaeng iyon ang kanyang sariling pangalan at siya'y nakikilala lamang sa mga pamagat na delingkente (delincuente, nagcasala), patutot at binugbog; ang lalaking iyo'y nakikilala lamang sa tawag na anak ng kanyang ina, sapagkat sa catamisan ng kanyang asal ay hindi pinaniniwalaang siya'y anak ng manununog at sapagkat ang sino ma'y dapat mag-alinlangan sa cabutihan ng ugali ng mga indio.","Ang pinakabata na may katutubong magaling na puso'y sumangayon sa kanyang kapalaran at kaimbihan sa tabi ng kanyang ina; nangabubuhay sila sa inihahandog ng kagubatan, nangagdadamit sila ng mga basahang sa kanila'y inihahaguis ng mga nangaglalakad; nawala na sa babaeng iyon ang kanyang sariling pangalan at siya'y nakikilala lamang sa mga pamagat na delingkente (delinkuente, nagkasala), patutot at binugbog; ang lalaking iyo'y nakikilala lamang sa tawag na anak ng kanyang ina, sapagkat sa katamisan ng kanyang asal ay hindi pinaniniwalaang siya'y anak ng manununog at sapagkat ang sino ma'y dapat mag-alinlangan sa kabutihan ng ugali ng mga indio."
6609,31,cabutihan,kabutihan,618,"Ang pinacabata na may catutubong magaling na puso'y sumangayon sa kanyang capalaran at caimbihan sa tabi ng kanyang ina; nangabubuhay sila sa inihahandog ng cagubatan, nangagdadamit sila ng mga basahang sa kanila'y inihahaguis ng mga nangaglalacad; nawala na sa babaeng iyon ang kanyang sariling pangalan at siya'y nakikilala lamang sa mga pamagat na delingkente (delincuente, nagcasala), patutot at binugbog; ang lalaking iyo'y nakikilala lamang sa tawag na anak ng kanyang ina, sapagkat sa catamisan ng kanyang asal ay hindi pinaniniwalaang siya'y anak ng manununog at sapagkat ang sino ma'y dapat mag-alinlangan sa cabutihan ng ugali ng mga indio.","Ang pinakabata na may katutubong magaling na puso'y sumangayon sa kanyang kapalaran at kaimbihan sa tabi ng kanyang ina; nangabubuhay sila sa inihahandog ng kagubatan, nangagdadamit sila ng mga basahang sa kanila'y inihahaguis ng mga nangaglalakad; nawala na sa babaeng iyon ang kanyang sariling pangalan at siya'y nakikilala lamang sa mga pamagat na delingkente (delinkuente, nagkasala), patutot at binugbog; ang lalaking iyo'y nakikilala lamang sa tawag na anak ng kanyang ina, sapagkat sa katamisan ng kanyang asal ay hindi pinaniniwalaang siya'y anak ng manununog at sapagkat ang sino ma'y dapat mag-alinlangan sa kabutihan ng ugali ng mga indio."
6610,32,cawacasa'y,kawakasa'y,3,"Sa cawacasa'y nahulog ang bantog na si Balat sa kapangyarihan ng justicia, na siyang sa kanya'y humingi ng mahigpit na pagbibigay sulit ng kanyang mga guinawang casalanan, baga man hindi nabalino ang Justiciang iyang magturo kay Balat ng cagalingan ng isang umagang hanapin ng batang kapatid ang kanyang ina, na napasagubat upang manguha ng cabuti at hindi pa umuuwi, kanyang nakitang nacatimbuwang sa lupa, sa tabi ng daan, sa lilim ng isang puno ng buboy, nacatihaya, tirik ang mga mata, nacatitig, naninigas ang mga daliring nacabaon sa lupa, at sa ibabaw nito'y may nakikitang mga bahid ng dugo.","Sa kawakasa'y nahulog ang bantog na si Balat sa kapangyarihan ng justicia, na siyang sa kanya'y humingi ng mahigpit na pagbibigay sulit ng kanyang mga guinawang kasalanan, baga man hindi nabalino ang Justiciang iyang magturo kay Balat ng kagalingan ng isang umagang hanapin ng batang kapatid ang kanyang ina, na napasagubat upang manguha ng kabuti at hindi pa umuuwi, kanyang nakitang nakatimbuwang sa lupa, sa tabi ng daan, sa lilim ng isang puno ng buboy, nakatihaya, tirik ang mga mata, nakatitig, naninigas ang mga daliring nakabaon sa lupa, at sa ibabaw nito'y may nakikitang mga bahid ng dugo."
6610,32,casalanan,kasalanan,161,"Sa cawacasa'y nahulog ang bantog na si Balat sa kapangyarihan ng justicia, na siyang sa kanya'y humingi ng mahigpit na pagbibigay sulit ng kanyang mga guinawang casalanan, baga man hindi nabalino ang Justiciang iyang magturo kay Balat ng cagalingan ng isang umagang hanapin ng batang kapatid ang kanyang ina, na napasagubat upang manguha ng cabuti at hindi pa umuuwi, kanyang nakitang nacatimbuwang sa lupa, sa tabi ng daan, sa lilim ng isang puno ng buboy, nacatihaya, tirik ang mga mata, nacatitig, naninigas ang mga daliring nacabaon sa lupa, at sa ibabaw nito'y may nakikitang mga bahid ng dugo.","Sa kawakasa'y nahulog ang bantog na si Balat sa kapangyarihan ng justicia, na siyang sa kanya'y humingi ng mahigpit na pagbibigay sulit ng kanyang mga guinawang kasalanan, baga man hindi nabalino ang Justiciang iyang magturo kay Balat ng kagalingan ng isang umagang hanapin ng batang kapatid ang kanyang ina, na napasagubat upang manguha ng kabuti at hindi pa umuuwi, kanyang nakitang nakatimbuwang sa lupa, sa tabi ng daan, sa lilim ng isang puno ng buboy, nakatihaya, tirik ang mga mata, nakatitig, naninigas ang mga daliring nakabaon sa lupa, at sa ibabaw nito'y may nakikitang mga bahid ng dugo."
6610,32,cagalingan,kagalingan,238,"Sa cawacasa'y nahulog ang bantog na si Balat sa kapangyarihan ng justicia, na siyang sa kanya'y humingi ng mahigpit na pagbibigay sulit ng kanyang mga guinawang casalanan, baga man hindi nabalino ang Justiciang iyang magturo kay Balat ng cagalingan ng isang umagang hanapin ng batang kapatid ang kanyang ina, na napasagubat upang manguha ng cabuti at hindi pa umuuwi, kanyang nakitang nacatimbuwang sa lupa, sa tabi ng daan, sa lilim ng isang puno ng buboy, nacatihaya, tirik ang mga mata, nacatitig, naninigas ang mga daliring nacabaon sa lupa, at sa ibabaw nito'y may nakikitang mga bahid ng dugo.","Sa kawakasa'y nahulog ang bantog na si Balat sa kapangyarihan ng justicia, na siyang sa kanya'y humingi ng mahigpit na pagbibigay sulit ng kanyang mga guinawang kasalanan, baga man hindi nabalino ang Justiciang iyang magturo kay Balat ng kagalingan ng isang umagang hanapin ng batang kapatid ang kanyang ina, na napasagubat upang manguha ng kabuti at hindi pa umuuwi, kanyang nakitang nakatimbuwang sa lupa, sa tabi ng daan, sa lilim ng isang puno ng buboy, nakatihaya, tirik ang mga mata, nakatitig, naninigas ang mga daliring nakabaon sa lupa, at sa ibabaw nito'y may nakikitang mga bahid ng dugo."
6610,32,cabuti,kabuti,341,"Sa cawacasa'y nahulog ang bantog na si Balat sa kapangyarihan ng justicia, na siyang sa kanya'y humingi ng mahigpit na pagbibigay sulit ng kanyang mga guinawang casalanan, baga man hindi nabalino ang Justiciang iyang magturo kay Balat ng cagalingan ng isang umagang hanapin ng batang kapatid ang kanyang ina, na napasagubat upang manguha ng cabuti at hindi pa umuuwi, kanyang nakitang nacatimbuwang sa lupa, sa tabi ng daan, sa lilim ng isang puno ng buboy, nacatihaya, tirik ang mga mata, nacatitig, naninigas ang mga daliring nacabaon sa lupa, at sa ibabaw nito'y may nakikitang mga bahid ng dugo.","Sa kawakasa'y nahulog ang bantog na si Balat sa kapangyarihan ng justicia, na siyang sa kanya'y humingi ng mahigpit na pagbibigay sulit ng kanyang mga guinawang kasalanan, baga man hindi nabalino ang Justiciang iyang magturo kay Balat ng kagalingan ng isang umagang hanapin ng batang kapatid ang kanyang ina, na napasagubat upang manguha ng kabuti at hindi pa umuuwi, kanyang nakitang nakatimbuwang sa lupa, sa tabi ng daan, sa lilim ng isang puno ng buboy, nakatihaya, tirik ang mga mata, nakatitig, naninigas ang mga daliring nakabaon sa lupa, at sa ibabaw nito'y may nakikitang mga bahid ng dugo."
6610,32,nacatimbuwang,nakatimbuwang,385,"Sa cawacasa'y nahulog ang bantog na si Balat sa kapangyarihan ng justicia, na siyang sa kanya'y humingi ng mahigpit na pagbibigay sulit ng kanyang mga guinawang casalanan, baga man hindi nabalino ang Justiciang iyang magturo kay Balat ng cagalingan ng isang umagang hanapin ng batang kapatid ang kanyang ina, na napasagubat upang manguha ng cabuti at hindi pa umuuwi, kanyang nakitang nacatimbuwang sa lupa, sa tabi ng daan, sa lilim ng isang puno ng buboy, nacatihaya, tirik ang mga mata, nacatitig, naninigas ang mga daliring nacabaon sa lupa, at sa ibabaw nito'y may nakikitang mga bahid ng dugo.","Sa kawakasa'y nahulog ang bantog na si Balat sa kapangyarihan ng justicia, na siyang sa kanya'y humingi ng mahigpit na pagbibigay sulit ng kanyang mga guinawang kasalanan, baga man hindi nabalino ang Justiciang iyang magturo kay Balat ng kagalingan ng isang umagang hanapin ng batang kapatid ang kanyang ina, na napasagubat upang manguha ng kabuti at hindi pa umuuwi, kanyang nakitang nakatimbuwang sa lupa, sa tabi ng daan, sa lilim ng isang puno ng buboy, nakatihaya, tirik ang mga mata, nakatitig, naninigas ang mga daliring nakabaon sa lupa, at sa ibabaw nito'y may nakikitang mga bahid ng dugo."
6610,32,nacatihaya,nakatihaya,458,"Sa cawacasa'y nahulog ang bantog na si Balat sa kapangyarihan ng justicia, na siyang sa kanya'y humingi ng mahigpit na pagbibigay sulit ng kanyang mga guinawang casalanan, baga man hindi nabalino ang Justiciang iyang magturo kay Balat ng cagalingan ng isang umagang hanapin ng batang kapatid ang kanyang ina, na napasagubat upang manguha ng cabuti at hindi pa umuuwi, kanyang nakitang nacatimbuwang sa lupa, sa tabi ng daan, sa lilim ng isang puno ng buboy, nacatihaya, tirik ang mga mata, nacatitig, naninigas ang mga daliring nacabaon sa lupa, at sa ibabaw nito'y may nakikitang mga bahid ng dugo.","Sa kawakasa'y nahulog ang bantog na si Balat sa kapangyarihan ng justicia, na siyang sa kanya'y humingi ng mahigpit na pagbibigay sulit ng kanyang mga guinawang kasalanan, baga man hindi nabalino ang Justiciang iyang magturo kay Balat ng kagalingan ng isang umagang hanapin ng batang kapatid ang kanyang ina, na napasagubat upang manguha ng kabuti at hindi pa umuuwi, kanyang nakitang nakatimbuwang sa lupa, sa tabi ng daan, sa lilim ng isang puno ng buboy, nakatihaya, tirik ang mga mata, nakatitig, naninigas ang mga daliring nakabaon sa lupa, at sa ibabaw nito'y may nakikitang mga bahid ng dugo."
6610,32,nacatitig,nakatitig,490,"Sa cawacasa'y nahulog ang bantog na si Balat sa kapangyarihan ng justicia, na siyang sa kanya'y humingi ng mahigpit na pagbibigay sulit ng kanyang mga guinawang casalanan, baga man hindi nabalino ang Justiciang iyang magturo kay Balat ng cagalingan ng isang umagang hanapin ng batang kapatid ang kanyang ina, na napasagubat upang manguha ng cabuti at hindi pa umuuwi, kanyang nakitang nacatimbuwang sa lupa, sa tabi ng daan, sa lilim ng isang puno ng buboy, nacatihaya, tirik ang mga mata, nacatitig, naninigas ang mga daliring nacabaon sa lupa, at sa ibabaw nito'y may nakikitang mga bahid ng dugo.","Sa kawakasa'y nahulog ang bantog na si Balat sa kapangyarihan ng justicia, na siyang sa kanya'y humingi ng mahigpit na pagbibigay sulit ng kanyang mga guinawang kasalanan, baga man hindi nabalino ang Justiciang iyang magturo kay Balat ng kagalingan ng isang umagang hanapin ng batang kapatid ang kanyang ina, na napasagubat upang manguha ng kabuti at hindi pa umuuwi, kanyang nakitang nakatimbuwang sa lupa, sa tabi ng daan, sa lilim ng isang puno ng buboy, nakatihaya, tirik ang mga mata, nakatitig, naninigas ang mga daliring nakabaon sa lupa, at sa ibabaw nito'y may nakikitang mga bahid ng dugo."
6610,32,nacabaon,nakabaon,528,"Sa cawacasa'y nahulog ang bantog na si Balat sa kapangyarihan ng justicia, na siyang sa kanya'y humingi ng mahigpit na pagbibigay sulit ng kanyang mga guinawang casalanan, baga man hindi nabalino ang Justiciang iyang magturo kay Balat ng cagalingan ng isang umagang hanapin ng batang kapatid ang kanyang ina, na napasagubat upang manguha ng cabuti at hindi pa umuuwi, kanyang nakitang nacatimbuwang sa lupa, sa tabi ng daan, sa lilim ng isang puno ng buboy, nacatihaya, tirik ang mga mata, nacatitig, naninigas ang mga daliring nacabaon sa lupa, at sa ibabaw nito'y may nakikitang mga bahid ng dugo.","Sa kawakasa'y nahulog ang bantog na si Balat sa kapangyarihan ng justicia, na siyang sa kanya'y humingi ng mahigpit na pagbibigay sulit ng kanyang mga guinawang kasalanan, baga man hindi nabalino ang Justiciang iyang magturo kay Balat ng kagalingan ng isang umagang hanapin ng batang kapatid ang kanyang ina, na napasagubat upang manguha ng kabuti at hindi pa umuuwi, kanyang nakitang nakatimbuwang sa lupa, sa tabi ng daan, sa lilim ng isang puno ng buboy, nakatihaya, tirik ang mga mata, nakatitig, naninigas ang mga daliring nakabaon sa lupa, at sa ibabaw nito'y may nakikitang mga bahid ng dugo."
